epoch,train_rel_l2,test_rel_l2,learning_rate
0,0.12434901501238346,0.10753347918391228,0.001
1,0.10579681020230054,0.10556669119745493,0.001
2,0.10372774704545737,0.10706497143954039,0.001
3,0.10217151197046041,0.09995507810264825,0.001
4,0.09699097868800163,0.09310199730098248,0.001
5,0.09139941854029894,0.0924111008644104,0.001
6,0.08742864578217267,0.08654014807194471,0.001
7,0.08325088934600353,0.08047887016087771,0.001
8,0.07597694540023804,0.06864221218973399,0.001
9,0.064827621050179,0.06925020676106214,0.001
10,0.059271961711347104,0.062483999654650686,0.001
11,0.056982174020260574,0.05404748864471912,0.001
12,0.05544861452281475,0.06449983615428209,0.001
13,0.053556249104440214,0.05488549835979938,0.001
14,0.05173725257068872,0.05402131021022796,0.001
15,0.05023956173658371,0.05280988622456789,0.001
16,0.04908452221006155,0.04789939446374774,0.001
17,0.04800145674869418,0.04858055632561445,0.001
18,0.04677403391897678,0.04674077287316322,0.001
19,0.04697445594519377,0.050579235702753064,0.001
20,0.04584637620300055,0.04453931003808975,0.001
21,0.044687642090022565,0.048198186047375205,0.001
22,0.04484452893584966,0.04253527769818902,0.001
23,0.044170607455074784,0.045598229225724936,0.001
24,0.04444971499592066,0.04441630661487579,0.001
25,0.04369907388463616,0.041645546574145556,0.001
26,0.04364381243288517,0.04240565165877342,0.001
27,0.04261390275880694,0.047058989852666856,0.001
28,0.04239748114719987,0.051393324434757234,0.001
29,0.041934290587902066,0.04389693660661578,0.001
30,0.04209643793851137,0.04491769466549158,0.001
31,0.04197613557800651,0.04593768760561943,0.001
32,0.041612578477710487,0.04427975537255406,0.001
33,0.04198263217508793,0.04271480478346348,0.001
34,0.04237240159884095,0.04403134521096945,0.001
35,0.0411236892901361,0.03966369535773993,0.001
36,0.04039301059022546,0.04535183485597372,0.001
37,0.040814182110130784,0.04184255458414555,0.001
38,0.04065057119727135,0.04014688964933157,0.001
39,0.04027819108963013,0.03976227646693587,0.001
40,0.03995361414551735,0.0411149900406599,0.001
41,0.03953962704911828,0.04117321090772748,0.001
42,0.03973677179589868,0.03924756845459342,0.001
43,0.03955744140967727,0.03898411985486746,0.001
44,0.03967070284485817,0.040035724695771935,0.001
45,0.038849845223128794,0.03786617117002607,0.001
46,0.03874067658185959,0.03951423732563853,0.001
47,0.039088531076908115,0.038142287228256466,0.001
48,0.038883551742881536,0.039943766258656976,0.001
49,0.038597163818776606,0.03954753054305911,0.001
50,0.037998807471245524,0.03958768436685205,0.001
51,0.03838707952573896,0.0374155336432159,0.001
52,0.03799861081317067,0.04000660717487335,0.001
53,0.03786312547698617,0.037237800173461434,0.001
54,0.037915455643087626,0.038398792892694475,0.001
55,0.03794280586391687,0.03664055243134499,0.001
56,0.03704605051130056,0.037198462467640636,0.001
57,0.037103640504181384,0.04460764996707439,0.001
58,0.037353456679731604,0.0386629168689251,0.001
59,0.036641529973596335,0.03566283773630857,0.001
60,0.036355889920145275,0.03533948725089431,0.001
61,0.03665803110226989,0.03550822857767343,0.001
62,0.036593263387680056,0.03884863004088402,0.001
63,0.036773199897259475,0.040490933619439604,0.001
64,0.03649943075701594,0.037444149497896435,0.001
65,0.037103474326431754,0.03481606287881732,0.001
66,0.03573362010344863,0.03539410529658198,0.001
67,0.03646523272246122,0.03513761712238193,0.001
68,0.035853281531482935,0.034681390672922134,0.001
69,0.035925086621195076,0.03597180372104049,0.001
70,0.036064421374350786,0.03909977145493031,0.001
71,0.0362381902448833,0.03660658286884427,0.001
72,0.0362799952737987,0.036753181274980305,0.001
73,0.03579271088540554,0.036087559796869756,0.001
74,0.035501427598297594,0.03473913369700313,0.001
75,0.03582562617957592,0.04061935696750879,0.001
76,0.035734356716275215,0.0381042192876339,0.001
77,0.035306409232318405,0.04059711849316955,0.001
78,0.03518756322935224,0.03508935676887631,0.001
79,0.035341551657766104,0.03681529331952334,0.001
80,0.03543764047324657,0.039577068947255614,0.001
81,0.03520319032669068,0.035477456152439114,0.001
82,0.034581079546362165,0.035601551588624714,0.001
83,0.035754984613507984,0.03418790191411972,0.001
84,0.035233985628932714,0.03396932665258646,0.001
85,0.03465614049881697,0.033796870037913325,0.001
86,0.03501463884115219,0.03487611135467887,0.001
87,0.0348167193941772,0.03392621852457523,0.001
88,0.03486687577888369,0.0339646983705461,0.001
89,0.03524581061303616,0.034827013108879326,0.001
90,0.03444457991048694,0.0340864154137671,0.001
91,0.034988215383142236,0.03325352281332016,0.001
92,0.035294591039419176,0.03583143444731832,0.001
93,0.0351844648309052,0.036250870265066626,0.001
94,0.03583687134459615,0.03634849850088358,0.001
95,0.03465010221302509,0.036169892121106384,0.001
96,0.03479691641405225,0.03352778309956193,0.001
97,0.03481825580447912,0.03400864280760288,0.001
98,0.03463285334035754,0.034186418391764166,0.001
99,0.03459996221214533,0.03465338570997119,0.0005
