epoch,train_rel_l2,test_rel_l2,learning_rate
0,0.16180913656949997,0.11345048546791077,0.001
1,0.1046108378469944,0.09363646507263183,0.001
2,0.07839212976396084,0.06907051056623459,0.001
3,0.05952267721295357,0.054443970695137976,0.001
4,0.05129349991679191,0.05037389360368252,0.001
5,0.04687235027551651,0.042287790775299074,0.001
6,0.04081250950694084,0.04345942623913288,0.001
7,0.03652118872851133,0.03383836429566145,0.001
8,0.03175209324806929,0.03069351352751255,0.001
9,0.02899152934551239,0.028624814562499525,0.001
10,0.027389732860028743,0.026584067009389402,0.001
11,0.028143881484866143,0.03372858501970768,0.001
12,0.026180088929831983,0.028344911709427833,0.001
13,0.02462769243866205,0.027825264260172844,0.001
14,0.02667805727571249,0.025237879529595376,0.001
15,0.022479512467980384,0.02487751841545105,0.001
16,0.022672699838876723,0.024394090101122857,0.001
17,0.023457918763160706,0.025126039050519466,0.001
18,0.022555202506482602,0.023922902904450892,0.001
19,0.02377724099904299,0.025205601938068867,0.001
20,0.022085924185812473,0.02194117717444897,0.001
21,0.020412525422871114,0.02332879640161991,0.001
22,0.021164016500115394,0.02208282221108675,0.001
23,0.02131607674062252,0.02124495096504688,0.001
24,0.020417252890765666,0.02327511478215456,0.001
25,0.01992219302803278,0.020723833329975606,0.001
26,0.0189957020431757,0.02000473756343126,0.001
27,0.01865354776382446,0.019879736006259918,0.001
28,0.019432144090533256,0.020775621570646764,0.001
29,0.021442580278962852,0.01818678416311741,0.001
30,0.01747663762420416,0.01821172907948494,0.001
31,0.01792679265141487,0.02010983321815729,0.001
32,0.019660596773028373,0.018641250394284724,0.001
33,0.018252482675015926,0.020027789287269115,0.001
34,0.01759825522080064,0.018736051209270955,0.001
35,0.01782517159357667,0.018675922974944116,0.001
36,0.016890752222388984,0.017088335193693637,0.001
37,0.016856068372726442,0.016890383511781692,0.001
38,0.017115281000733375,0.017495624348521234,0.001
39,0.01776767134666443,0.01856391467154026,0.001
40,0.01738565245643258,0.017455072700977327,0.001
41,0.015762169156223537,0.0172533655539155,0.001
42,0.016947945803403853,0.017920156568288804,0.001
43,0.016431941147893668,0.01741240806877613,0.001
44,0.016835648734122514,0.01686154268682003,0.001
45,0.015992090329527853,0.017058849707245825,0.001
46,0.015138262528926133,0.017392573691904546,0.001
47,0.01572442103177309,0.016512717586010695,0.001
48,0.01846480742096901,0.017449366115033626,0.001
49,0.016147268079221247,0.019420748576521873,0.001
50,0.015814737174659966,0.01550663197413087,0.001
51,0.015741081926971674,0.016418582666665314,0.001
52,0.017495376206934452,0.0187640480697155,0.001
53,0.016456621307879685,0.017926100455224515,0.001
54,0.016034566909074784,0.017177428491413592,0.001
55,0.014683086965233088,0.016196987684816123,0.001
56,0.015278003569692373,0.015410435292869807,0.001
57,0.015684236623346805,0.018438648618757724,0.001
58,0.015356698296964169,0.017545847035944463,0.001
59,0.01528088714927435,0.017977808974683283,0.001
60,0.01576297391206026,0.01574575463309884,0.001
61,0.014213476683944464,0.015750963520258666,0.001
62,0.016311148032546043,0.016089889872819185,0.001
63,0.014425836764276027,0.016125256940722466,0.001
64,0.014185969773679972,0.01605848716571927,0.001
65,0.014734012875705957,0.01644009780138731,0.001
66,0.015326729882508517,0.01624174788594246,0.001
67,0.014280812796205283,0.015788797196000813,0.001
68,0.014700910188257693,0.014942982140928507,0.001
69,0.014044759832322597,0.01450202874839306,0.001
70,0.013508355505764484,0.014337795507162809,0.001
71,0.013986626155674458,0.01570044467225671,0.001
72,0.014060303401201964,0.015934332832694055,0.001
73,0.014736159536987543,0.01533426931127906,0.001
74,0.014797138497233391,0.01520794751122594,0.001
75,0.014611757025122643,0.014941360335797071,0.001
76,0.013994614370167255,0.014802416320890188,0.001
77,0.0136945372633636,0.014848704542964697,0.001
78,0.014353922698646784,0.014331442955881356,0.001
79,0.013926999978721141,0.014197248965501785,0.001
80,0.014969064202159644,0.01546730576083064,0.001
81,0.014050328396260739,0.014741248544305563,0.001
82,0.01437049189582467,0.014589765667915344,0.001
83,0.013316321410238743,0.01602613730356097,0.001
84,0.013658255953341723,0.01442774971947074,0.001
85,0.013124754838645458,0.013804453145712613,0.001
86,0.014026013631373645,0.01472051339223981,0.001
87,0.013959133867174386,0.01557826967909932,0.001
88,0.013481011800467967,0.015038990601897239,0.001
89,0.014159824308007956,0.013844287116080522,0.001
90,0.014150546323508024,0.016570596769452096,0.001
91,0.015536718666553498,0.015204724110662936,0.001
92,0.013506006021052598,0.016920983139425517,0.001
93,0.013780707940459252,0.014098965749144553,0.001
94,0.012838031984865666,0.014395179599523545,0.001
95,0.014494748078286648,0.016537465434521437,0.001
96,0.01381030736491084,0.014395392592996359,0.001
97,0.013070745822042228,0.014088491350412369,0.001
98,0.013043141216039658,0.014234667550772429,0.001
99,0.013135711885988713,0.0137751255184412,0.0005
100,0.011030706837773322,0.012253229226917028,0.0005
101,0.010555145926773549,0.01281237816438079,0.0005
102,0.010670174434781075,0.012285474035888911,0.0005
103,0.010770536847412587,0.01246320242062211,0.0005
104,0.010838852915912866,0.012304321024566888,0.0005
105,0.010584270507097244,0.012118701729923487,0.0005
106,0.010606903601437807,0.012583438027650117,0.0005
107,0.011076512634754182,0.012237510085105896,0.0005
108,0.010788144338876008,0.012167343031615018,0.0005
109,0.010661249328404666,0.01206414308398962,0.0005
110,0.01082879263907671,0.011875646002590657,0.0005
111,0.010898063443601131,0.013743335753679276,0.0005
112,0.011380769945681095,0.011980250664055347,0.0005
113,0.010529851336032152,0.012198359705507755,0.0005
114,0.010714984759688377,0.012095621973276138,0.0005
115,0.010327957533299924,0.012730241287499666,0.0005
116,0.010790169741958379,0.012532476428896188,0.0005
117,0.011004185378551483,0.01224556313827634,0.0005
118,0.010508652776479721,0.012229527439922094,0.0005
119,0.011512962020933628,0.01234446344897151,0.0005
120,0.01073439460247755,0.011976077966392041,0.0005
121,0.01022295581176877,0.011902794241905212,0.0005
122,0.010744047947227955,0.012266632169485092,0.0005
123,0.010670870374888182,0.01277857031673193,0.0005
124,0.01062227975577116,0.011534343473613262,0.0005
125,0.010199293494224548,0.012225404102355241,0.0005
126,0.010367189887911082,0.01274580741301179,0.0005
127,0.01074778962880373,0.011934559047222137,0.0005
128,0.010959440618753433,0.012197182141244411,0.0005
129,0.010572787746787072,0.011853475030511618,0.0005
130,0.010266971830278636,0.011654915194958449,0.0005
131,0.0111732735671103,0.012159021478146315,0.0005
132,0.010923429168760776,0.01157288122922182,0.0005
133,0.010917315725237131,0.011998220626264811,0.0005
134,0.010422259215265512,0.01159928496927023,0.0005
135,0.010559979677200317,0.012060842290520669,0.0005
136,0.010492081698030233,0.013248069677501917,0.0005
137,0.0107435517385602,0.012844577711075545,0.0005
138,0.010270679332315923,0.011649371683597564,0.0005
139,0.009998760651797056,0.012003868352621794,0.0005
140,0.010324740260839462,0.012076419312506914,0.0005
141,0.01072744932025671,0.01179147269576788,0.0005
142,0.01048786135390401,0.011774554383009672,0.0005
143,0.010277653895318508,0.011490101087838411,0.0005
144,0.01057166701182723,0.012098444253206253,0.0005
145,0.01063158942386508,0.01337899463251233,0.0005
146,0.010459828451275825,0.01257345462217927,0.0005
147,0.010199439581483602,0.01174854366108775,0.0005
148,0.010083797238767147,0.012251390889286996,0.0005
149,0.010313913114368916,0.012001266609877348,0.0005
150,0.010300193428993226,0.01199474222958088,0.0005
151,0.01069865571334958,0.011944249831140041,0.0005
152,0.01036178708076477,0.012749988492578268,0.0005
153,0.010502665396779775,0.011800764128565788,0.0005
154,0.010444575622677803,0.012237403821200133,0.0005
155,0.010523278024047613,0.01137577099725604,0.0005
156,0.010205895844846965,0.011875362973660231,0.0005
157,0.010545654427260161,0.012278438452631235,0.0005
158,0.010035994108766317,0.011216732021421195,0.0005
159,0.01000538533553481,0.011208346579223871,0.0005
160,0.010546149387955665,0.011738724075257778,0.0005
161,0.010171593334525823,0.011274680308997632,0.0005
162,0.009935595523566008,0.011552201304584741,0.0005
163,0.0100739973410964,0.011340519972145557,0.0005
164,0.009848804790526628,0.011457180231809616,0.0005
165,0.010342374928295612,0.011431338731199503,0.0005
166,0.009691698849201203,0.011598544474691153,0.0005
167,0.00978453416377306,0.011575424578040838,0.0005
168,0.009998008776456117,0.012381854932755232,0.0005
169,0.00997872494161129,0.011954509653151035,0.0005
170,0.009726736061275006,0.011209231335669756,0.0005
171,0.010087430849671364,0.01124524949118495,0.0005
172,0.010155738946050406,0.011344192922115326,0.0005
173,0.011310991887003184,0.01280306400731206,0.0005
174,0.01055042140185833,0.011745854187756777,0.0005
175,0.010395891200751066,0.012308213021606207,0.0005
176,0.009802960772067309,0.011252317856997252,0.0005
177,0.010214250553399324,0.012529831007122993,0.0005
178,0.010589369926601649,0.011228612437844277,0.0005
179,0.010620767883956432,0.01111433058977127,0.0005
180,0.01018371593207121,0.012024744506925344,0.0005
181,0.01107743263244629,0.012259703408926726,0.0005
182,0.009676546212285758,0.012286905758082866,0.0005
